Gender,Invoice ID,Branch,City,Customer type,Product line,Unit price,Quantity,Tax 5%,Total_tax,Total_profit_before_tax,Total_sales
Female,173-50-1108,B,Mandalay,Member,Sports and travel,20.18,4,4.036,4.036,80.72,76.684
Female,841-18-8232,B,Mandalay,Normal,Food and beverages,71.2,1,3.56,3.56,71.2,67.64
Female,647-50-1224,A,Yangon,Normal,Fashion accessories,29.42,10,14.71,14.71,294.2,279.49
Female,539-21-7227,B,Mandalay,Normal,Sports and travel,51.54,5,12.885,12.885,257.7,244.815
Female,213-32-1216,A,Yangon,Normal,Electronic accessories,66.06,6,19.818,19.818,396.36,376.542
Female,582-52-8065,B,Mandalay,Normal,Fashion accessories,54.31,9,244.395,24.4395,488.79,464.3505
Female,210-57-1719,B,Mandalay,Normal,Health and beauty,58.24,9,26.208,26.208,524.16,497.952
Female,198-66-9832,B,Mandalay,Member,Fashion accessories,72.04,2,7.204,7.204,144.08,136.876
Female,283-26-5248,C,Naypyitaw,Member,Food and beverages,98.52,10,49.26,49.26,985.2,935.94
Female,218-59-9410,A,Yangon,Member,Home and lifestyle,72.42,3,10.863,10.863,217.26,206.397
Female,134-54-4720,B,Mandalay,Normal,Electronic accessories,42.42,8,16.968,16.968,339.36,322.392
Female,698-98-5964,A,Yangon,Normal,Food and beverages,81.21,10,40.605,40.605,812.1,771.495
Female,718-57-9773,C,Naypyitaw,Normal,Sports and travel,49.33,10,24.665,24.665,493.3,468.635
Female,651-88-7328,A,Yangon,Normal,Fashion accessories,65.74,9,29.583,29.583,591.66,562.077
Female,241-11-2261,B,Mandalay,Normal,Fashion accessories,79.86,7,27.951,27.951,559.02,531.069
Female,408-26-9866,C,Naypyitaw,Normal,Sports and travel,73.98,7,25.893,25.893,517.86,491.967
Female,834-83-1826,B,Mandalay,Member,Home and lifestyle,82.04,5,20.51,20.51,410.2,389.69
Female,797-88-0493,A,Yangon,Normal,Health and beauty,64.27,4,12.854,12.854,257.08,244.226
Female,443-82-0585,A,Yangon,Member,Health and beauty,77.68,4,15.536,15.536,310.72,295.184
Female,339-18-7061,C,Naypyitaw,Member,Fashion accessories,92.98,2,9.298,9.298,185.96,176.662
Female,359-90-3665,B,Mandalay,Member,Fashion accessories,18.08,4,3.616,3.616,72.32,68.704
Female,278-86-2735,A,Yangon,Normal,Food and beverages,52.34,3,7.851,7.851,157.02,149.169
Female,695-28-6250,A,Yangon,Normal,Sports and travel,43.06,5,10.765,10.765,215.3,204.535
Female,788-07-8452,C,Naypyitaw,Member,Home and lifestyle,24.24,7,8.484,8.484,169.68,161.196
Female,560-49-6611,A,Yangon,Member,Sports and travel,45.58,1,2.279,2.279,45.58,43.301
Female,880-35-0356,A,Yangon,Member,Sports and travel,75.2,3,11.28,11.28,225.6,214.32
Female,123-35-4896,C,Naypyitaw,Normal,Sports and travel,46.66,9,20.997,20.997,419.94,398.943
Female,258-69-7810,C,Naypyitaw,Normal,Fashion accessories,36.85,5,9.2125,9.2125,184.25,175.0375
Female,334-64-2006,A,Yangon,Member,Home and lifestyle,70.32,2,7.032,7.032,140.64,133.608
Female,881-41-7302,C,Naypyitaw,Normal,Fashion accessories,64.99,1,3.2495,3.2495,64.99,61.7405
Female,642-30-6693,B,Mandalay,Normal,Sports and travel,54.51,6,16.353,16.353,327.06,310.707
Female,484-22-8230,C,Naypyitaw,Member,Fashion accessories,51.89,7,181.615,18.1615,363.23,345.0685
Female,559-98-9873,A,Yangon,Member,Fashion accessories,53.65,7,187.775,18.7775,375.55,356.7725
Female,544-32-5024,C,Naypyitaw,Member,Food and beverages,49.79,4,9.958,9.958,199.16,189.202
Female,421-95-9805,A,Yangon,Normal,Electronic accessories,28.96,1,1.448,1.448,28.96,27.512
Female,277-35-5865,C,Naypyitaw,Member,Food and beverages,98.97,9,445.365,44.5365,890.73,846.1935
Female,509-29-3912,A,Yangon,Member,Sports and travel,38.72,9,17.424,17.424,348.48,331.056
Female,641-96-3695,C,Naypyitaw,Member,Fashion accessories,43.46,6,13.038,13.038,260.76,247.722
Female,420-97-3340,A,Yangon,Normal,Food and beverages,71.68,3,10.752,10.752,215.04,204.288
Female,436-54-4512,A,Yangon,Member,Food and beverages,91.61,1,4.5805,4.5805,91.61,87.0295
Female,670-79-6321,B,Mandalay,Member,Home and lifestyle,94.59,7,331.065,33.1065,662.13,629.0235
Female,852-62-7105,B,Mandalay,Normal,Fashion accessories,83.25,10,41.625,41.625,832.5,790.875
Female,135-13-8269,B,Mandalay,Member,Food and beverages,78.88,2,7.888,7.888,157.76,149.872
Female,308-39-1707,A,Yangon,Normal,Fashion accessories,12.09,1,6.045,0.6045,12.09,11.4855
Female,318-81-2368,C,Naypyitaw,Normal,Electronic accessories,46.2,1,2.31,2.31,46.2,43.89
Female,364-33-8584,B,Mandalay,Member,Food and beverages,17.63,5,4.4075,4.4075,88.15,83.7425
Female,695-09-5146,B,Mandalay,Member,Food and beverages,98.79,3,148.185,14.8185,296.37,281.5515
Female,155-45-3814,C,Naypyitaw,Member,Electronic accessories,88.55,8,35.42,35.42,708.4,672.98
Female,131-15-8856,C,Naypyitaw,Member,Food and beverages,72.52,8,29.008,29.008,580.16,551.152
Female,859-71-0933,C,Naypyitaw,Member,Sports and travel,15.49,2,1.549,1.549,30.98,29.431
Female,563-47-4072,B,Mandalay,Normal,Health and beauty,55.81,6,16.743,16.743,334.86,318.117
Female,169-52-4504,A,Yangon,Normal,Electronic accessories,15.69,3,2.3535,2.3535,47.07,44.7165
Female,250-81-7186,C,Naypyitaw,Normal,Electronic accessories,99.69,1,4.9845,4.9845,99.69,94.7055
Female,562-12-5430,A,Yangon,Member,Fashion accessories,88.15,3,132.225,13.2225,264.45,251.2275
Female,816-72-8853,A,Yangon,Member,Sports and travel,27.93,5,6.9825,6.9825,139.65,132.6675
Female,322-02-2271,B,Mandalay,Normal,Sports and travel,42.97,3,6.4455,6.4455,128.91,122.4645
Female,725-67-2480,B,Mandalay,Member,Fashion accessories,58.75,6,17.625,17.625,352.5,334.875
Female,641-51-2661,C,Naypyitaw,Member,Food and beverages,87.1,10,43.55,43.55,871,827.45
Female,714-02-3114,C,Naypyitaw,Normal,Sports and travel,98.8,2,9.88,9.88,197.6,187.72
Female,518-17-2983,A,Yangon,Normal,Fashion accessories,48.63,4,9.726,9.726,194.52,184.794
Female,190-14-3147,B,Mandalay,Normal,Health and beauty,17.97,4,3.594,3.594,71.88,68.286
Female,408-66-6712,C,Naypyitaw,Member,Health and beauty,47.71,6,14.313,14.313,286.26,271.947
Female,679-22-6530,B,Mandalay,Normal,Sports and travel,40.62,2,4.062,4.062,81.24,77.178
Female,576-31-4774,B,Mandalay,Normal,Health and beauty,73.41,3,11.0115,11.0115,220.23,209.2185
Female,811-03-8790,A,Yangon,Normal,Electronic accessories,45.48,10,22.74,22.74,454.8,432.06
Female,752-23-3760,B,Mandalay,Member,Sports and travel,64.08,7,22.428,22.428,448.56,426.132
Female,274-05-5470,A,Yangon,Member,Food and beverages,73.47,4,14.694,14.694,293.88,279.186
Female,528-87-5606,B,Mandalay,Member,Electronic accessories,39.48,1,1.974,1.974,39.48,37.506
Female,320-85-2052,B,Mandalay,Normal,Sports and travel,34.81,1,1.7405,1.7405,34.81,33.0695
Female,370-96-0655,C,Naypyitaw,Normal,Fashion accessories,49.32,6,14.796,14.796,295.92,281.124
Female,510-79-0415,B,Mandalay,Member,Sports and travel,23.08,6,6.924,6.924,138.48,131.556
Female,241-96-5076,B,Mandalay,Member,Home and lifestyle,49.1,2,4.91,4.91,98.2,93.29
Female,767-97-4650,B,Mandalay,Member,Sports and travel,64.83,2,6.483,6.483,129.66,123.177
Female,305-03-2383,A,Yangon,Normal,Food and beverages,67.1,3,10.065,10.065,201.3,191.235
Female,394-55-6384,C,Naypyitaw,Member,Sports and travel,70.19,9,315.855,31.5855,631.71,600.1245
Female,196-01-2849,C,Naypyitaw,Member,Fashion accessories,73.38,7,25.683,25.683,513.66,487.977
Female,372-62-5264,C,Naypyitaw,Normal,Food and beverages,52.6,9,23.67,23.67,473.4,449.73
Female,800-09-8606,A,Yangon,Member,Home and lifestyle,87.37,5,218.425,21.8425,436.85,415.0075
Female,182-52-7000,A,Yangon,Member,Sports and travel,27.04,4,5.408,5.408,108.16,102.752
Female,626-43-7888,C,Naypyitaw,Normal,Fashion accessories,60.41,8,24.164,24.164,483.28,459.116
Female,191-29-0321,B,Mandalay,Member,Fashion accessories,19.77,10,9.885,9.885,197.7,187.815
Female,640-48-5028,B,Mandalay,Member,Home and lifestyle,88.39,9,397.755,39.7755,795.51,755.7345
Female,834-45-5519,B,Mandalay,Normal,Electronic accessories,43,4,8.6,8.6,172,163.4
Female,728-88-7867,C,Naypyitaw,Member,Home and lifestyle,75.53,4,15.106,15.106,302.12,287.014
Female,183-21-3799,C,Naypyitaw,Normal,Electronic accessories,77.63,9,349.335,34.9335,698.67,663.7365
Female,268-20-3585,C,Naypyitaw,Normal,Health and beauty,13.85,9,6.2325,6.2325,124.65,118.4175
Female,258-92-7466,A,Yangon,Normal,Health and beauty,35.68,5,8.92,8.92,178.4,169.48
Female,857-16-3520,A,Yangon,Member,Fashion accessories,71.46,7,25.011,25.011,500.22,475.209
Female,821-14-9046,B,Mandalay,Member,Fashion accessories,17.48,6,5.244,5.244,104.88,99.636
Female,418-05-0656,B,Mandalay,Normal,Fashion accessories,25.56,7,8.946,8.946,178.92,169.974
Female,678-79-0726,C,Naypyitaw,Member,Sports and travel,90.63,9,407.835,40.7835,815.67,774.8865
Female,592-46-1692,C,Naypyitaw,Member,Food and beverages,36.77,7,12.8695,12.8695,257.39,244.5205
Female,149-14-0304,C,Naypyitaw,Member,Health and beauty,28.5,8,11.4,11.4,228,216.6
Female,299-29-0180,B,Mandalay,Member,Home and lifestyle,52.18,7,18.263,18.263,365.26,346.997
Female,247-11-2470,A,Yangon,Member,Fashion accessories,22.32,4,4.464,4.464,89.28,84.816
Female,386-27-7606,C,Naypyitaw,Member,Home and lifestyle,81.2,7,28.42,28.42,568.4,539.98
Female,373-14-0504,A,Yangon,Member,Sports and travel,71.63,2,7.163,7.163,143.26,136.097
Female,345-68-9016,C,Naypyitaw,Member,Sports and travel,31.67,8,12.668,12.668,253.36,240.692
Female,390-17-5806,C,Naypyitaw,Member,Food and beverages,38.42,1,1.921,1.921,38.42,36.499
Female,664-14-2882,C,Naypyitaw,Member,Home and lifestyle,10.53,5,2.6325,2.6325,52.65,50.0175
Female,487-79-6868,B,Mandalay,Member,Home and lifestyle,12.29,9,5.5305,5.5305,110.61,105.0795
Female,210-30-7976,B,Mandalay,Member,Fashion accessories,22.32,4,4.464,4.464,89.28,84.816
Female,585-86-8361,A,Yangon,Normal,Food and beverages,27.28,5,6.82,6.82,136.4,129.58
Female,807-14-7833,A,Yangon,Member,Electronic accessories,17.42,10,8.71,8.71,174.2,165.49
Female,288-38-3758,C,Naypyitaw,Member,Fashion accessories,84.87,3,12.7305,12.7305,254.61,241.8795
Female,652-43-6591,A,Yangon,Normal,Fashion accessories,97.29,8,38.916,38.916,778.32,739.404
Female,785-96-0615,B,Mandalay,Member,Electronic accessories,35.74,8,14.296,14.296,285.92,271.624
Female,406-46-7107,A,Yangon,Normal,Home and lifestyle,96.52,6,28.956,28.956,579.12,550.164
Female,156-95-3964,A,Yangon,Normal,Food and beverages,55.39,4,11.078,11.078,221.56,210.482
Female,842-40-8179,B,Mandalay,Member,Food and beverages,77.2,10,38.6,38.6,772,733.4
Female,410-67-1709,A,Yangon,Member,Fashion accessories,63.88,8,25.552,25.552,511.04,485.488
Female,587-73-4862,A,Yangon,Member,Health and beauty,10.69,5,2.6725,2.6725,53.45,50.7775
Female,593-14-4239,B,Mandalay,Normal,Home and lifestyle,95.46,8,38.184,38.184,763.68,725.496
Female,801-88-0346,C,Naypyitaw,Normal,Fashion accessories,76.06,3,11.409,11.409,228.18,216.771
Female,711-31-1234,B,Mandalay,Normal,Electronic accessories,95.64,4,19.128,19.128,382.56,363.432
Female,886-54-6089,A,Yangon,Normal,Home and lifestyle,11.43,6,3.429,3.429,68.58,65.151
Female,707-32-7409,B,Mandalay,Member,Sports and travel,95.54,4,19.108,19.108,382.16,363.052
Female,759-98-4285,C,Naypyitaw,Member,Health and beauty,85.87,7,300.545,30.0545,601.09,571.0355
Female,201-63-8275,C,Naypyitaw,Member,Sports and travel,67.99,7,237.965,23.7965,475.93,452.1335
Female,471-06-8611,C,Naypyitaw,Normal,Food and beverages,52.42,1,2.621,2.621,52.42,49.799
Female,120-54-2248,B,Mandalay,Normal,Food and beverages,28.86,5,7.215,7.215,144.3,137.085
Female,534-53-3526,A,Yangon,Normal,Sports and travel,94.76,4,18.952,18.952,379.04,360.088
Female,307-04-2070,A,Yangon,Member,Fashion accessories,30.62,1,1.531,1.531,30.62,29.089
Female,468-99-7231,C,Naypyitaw,Normal,Home and lifestyle,44.01,8,17.604,17.604,352.08,334.476
Female,516-77-6464,C,Naypyitaw,Member,Health and beauty,10.16,5,2.54,2.54,50.8,48.26
Female,790-38-4466,C,Naypyitaw,Normal,Health and beauty,10.99,5,2.7475,2.7475,54.95,52.2025
Female,744-16-7898,B,Mandalay,Normal,Home and lifestyle,97.37,10,48.685,48.685,973.7,925.015
Female,702-72-0487,A,Yangon,Normal,Electronic accessories,46.61,2,4.661,4.661,93.22,88.559
Female,443-60-9639,C,Naypyitaw,Member,Home and lifestyle,60.87,1,3.0435,3.0435,60.87,57.8265
Female,864-24-7918,A,Yangon,Member,Sports and travel,24.49,10,12.245,12.245,244.9,232.655
Female,324-41-6833,C,Naypyitaw,Member,Electronic accessories,30.2,8,12.08,12.08,241.6,229.52
Female,759-29-9521,A,Yangon,Member,Fashion accessories,48.96,9,22.032,22.032,440.64,418.608
Female,831-81-6575,B,Mandalay,Member,Electronic accessories,75.59,9,340.155,34.0155,680.31,646.2945
Female,220-68-6701,A,Yangon,Normal,Home and lifestyle,77.47,4,15.494,15.494,309.88,294.386
Female,618-34-8551,A,Yangon,Normal,Sports and travel,93.18,2,9.318,9.318,186.36,177.042
Female,257-60-7754,A,Yangon,Normal,Electronic accessories,50.23,4,10.046,10.046,200.92,190.874
Female,559-61-5987,B,Mandalay,Normal,Health and beauty,17.75,1,8.875,0.8875,17.75,16.8625
Female,189-55-2313,C,Naypyitaw,Normal,Fashion accessories,62.18,10,31.09,31.09,621.8,590.71
Female,380-60-5336,A,Yangon,Normal,Electronic accessories,40.26,10,20.13,20.13,402.6,382.47
Female,815-04-6282,C,Naypyitaw,Member,Sports and travel,64.97,5,162.425,16.2425,324.85,308.6075
Female,778-34-2523,A,Yangon,Member,Electronic accessories,48.62,8,19.448,19.448,388.96,369.512
Female,499-27-7781,B,Mandalay,Normal,Food and beverages,53.21,8,21.284,21.284,425.68,404.396
Female,477-59-2456,C,Naypyitaw,Normal,Fashion accessories,45.44,7,15.904,15.904,318.08,302.176
Female,186-43-8965,A,Yangon,Member,Home and lifestyle,47.68,2,4.768,4.768,95.36,90.592
Female,276-75-6884,A,Yangon,Normal,Health and beauty,68.71,3,10.3065,10.3065,206.13,195.8235
Female,109-86-4363,B,Mandalay,Member,Sports and travel,60.08,7,21.028,21.028,420.56,399.532
Female,569-76-2760,A,Yangon,Member,Sports and travel,22.01,4,4.402,4.402,88.04,83.638
Female,222-42-0244,B,Mandalay,Member,Health and beauty,72.11,9,324.495,32.4495,648.99,616.5405
Female,416-17-9926,A,Yangon,Member,Electronic accessories,74.22,10,37.11,37.11,742.2,705.09
Female,343-75-9322,B,Mandalay,Member,Sports and travel,11.85,8,4.74,4.74,94.8,90.06
Female,427-45-9297,B,Mandalay,Member,Home and lifestyle,40.73,7,142.555,14.2555,285.11,270.8545
Female,271-77-8740,C,Naypyitaw,Member,Sports and travel,29.22,6,8.766,8.766,175.32,166.554
Female,860-73-6466,A,Yangon,Member,Sports and travel,39.47,2,3.947,3.947,78.94,74.993
Female,549-23-9016,C,Naypyitaw,Member,Food and beverages,14.87,2,1.487,1.487,29.74,28.253
Female,862-29-5914,C,Naypyitaw,Normal,Sports and travel,22.38,1,1.119,1.119,22.38,21.261
Female,845-94-6841,C,Naypyitaw,Member,Food and beverages,72.88,9,32.796,32.796,655.92,623.124
Female,125-45-2293,A,Yangon,Normal,Fashion accessories,99.1,6,29.73,29.73,594.6,564.87
Female,409-33-9708,A,Yangon,Normal,Fashion accessories,98.48,2,9.848,9.848,196.96,187.112
Female,866-70-2814,B,Mandalay,Normal,Electronic accessories,52.79,10,26.395,26.395,527.9,501.505
Female,160-22-2687,A,Yangon,Member,Health and beauty,95.95,5,239.875,23.9875,479.75,455.7625
Female,895-03-6665,B,Mandalay,Normal,Fashion accessories,36.51,9,164.295,16.4295,328.59,312.1605
Female,748-45-2862,A,Yangon,Member,Home and lifestyle,28.31,4,5.662,5.662,113.24,107.578
Female,316-66-3011,A,Yangon,Member,Food and beverages,47.63,9,214.335,21.4335,428.67,407.2365
Female,848-95-6252,C,Naypyitaw,Member,Home and lifestyle,86.27,1,4.3135,4.3135,86.27,81.9565
Female,152-03-4217,B,Mandalay,Normal,Home and lifestyle,11.28,9,5.076,5.076,101.52,96.444
Female,533-66-5566,B,Mandalay,Normal,Home and lifestyle,51.07,7,178.745,17.8745,357.49,339.6155
Female,124-31-1458,A,Yangon,Member,Electronic accessories,79.59,3,11.9385,11.9385,238.77,226.8315
Female,101-81-4070,C,Naypyitaw,Member,Health and beauty,62.82,2,6.282,6.282,125.64,119.358
Female,544-55-9589,B,Mandalay,Member,Electronic accessories,21.43,10,10.715,10.715,214.3,203.585
Female,448-61-3783,A,Yangon,Normal,Electronic accessories,90.02,8,36.008,36.008,720.16,684.152
Female,761-49-0439,B,Mandalay,Member,Electronic accessories,12.1,8,4.84,4.84,96.8,91.96
Female,490-95-0021,B,Mandalay,Member,Food and beverages,33.21,10,16.605,16.605,332.1,315.495
Female,115-38-7388,C,Naypyitaw,Member,Fashion accessories,10.18,8,4.072,4.072,81.44,77.368
Female,291-55-6563,A,Yangon,Member,Home and lifestyle,34.42,6,10.326,10.326,206.52,196.194
Female,548-48-3156,A,Yangon,Member,Food and beverages,83.34,2,8.334,8.334,166.68,158.346
Female,884-80-6021,A,Yangon,Member,Electronic accessories,73.47,10,36.735,36.735,734.7,697.965
Female,137-74-8729,C,Naypyitaw,Normal,Fashion accessories,12.19,8,4.876,4.876,97.52,92.644
Female,389-70-2397,C,Naypyitaw,Normal,Health and beauty,83.66,5,20.915,20.915,418.3,397.385
Female,114-35-5271,B,Mandalay,Normal,Electronic accessories,57.91,8,23.164,23.164,463.28,440.116
Female,607-76-6216,C,Naypyitaw,Member,Fashion accessories,92.49,5,231.225,23.1225,462.45,439.3275
Female,409-49-6995,C,Naypyitaw,Member,Food and beverages,47.27,6,14.181,14.181,283.62,269.439
Female,377-79-7592,C,Naypyitaw,Member,Electronic accessories,44.84,9,20.178,20.178,403.56,383.382
Female,595-94-9924,A,Yangon,Member,Health and beauty,27.73,5,6.9325,6.9325,138.65,131.7175
Female,545-07-8534,C,Naypyitaw,Normal,Health and beauty,58.32,2,5.832,5.832,116.64,110.808
Female,118-62-1812,C,Naypyitaw,Member,Home and lifestyle,78.38,4,15.676,15.676,313.52,297.844
Female,851-98-3555,B,Mandalay,Normal,Health and beauty,82.88,5,20.72,20.72,414.4,393.68
Female,186-71-5196,A,Yangon,Member,Food and beverages,79.54,2,7.954,7.954,159.08,151.126
Female,624-01-8356,B,Mandalay,Normal,Home and lifestyle,49.01,10,24.505,24.505,490.1,465.595
Female,313-66-9943,B,Mandalay,Member,Food and beverages,29.15,3,4.3725,4.3725,87.45,83.0775
Female,151-27-8496,C,Naypyitaw,Normal,Electronic accessories,56.13,4,11.226,11.226,224.52,213.294
Female,453-33-6436,A,Yangon,Normal,Home and lifestyle,93.12,8,37.248,37.248,744.96,707.712
Female,459-45-2396,A,Yangon,Member,Food and beverages,99.6,3,14.94,14.94,298.8,283.86
Female,717-96-4189,C,Naypyitaw,Normal,Electronic accessories,35.49,6,10.647,10.647,212.94,202.293
Female,749-81-8133,A,Yangon,Normal,Fashion accessories,94.67,4,18.934,18.934,378.68,359.746
Female,636-98-3364,B,Mandalay,Member,Electronic accessories,26.26,3,3.939,3.939,78.78,74.841
Female,246-55-6923,C,Naypyitaw,Member,Home and lifestyle,35.79,9,161.055,16.1055,322.11,306.0045
Female,181-82-6255,B,Mandalay,Normal,Home and lifestyle,16.37,6,4.911,4.911,98.22,93.309
Female,838-02-1821,C,Naypyitaw,Member,Home and lifestyle,12.73,2,1.273,1.273,25.46,24.187
Female,887-42-0517,C,Naypyitaw,Normal,Sports and travel,83.14,7,29.099,29.099,581.98,552.881
Female,457-12-0244,C,Naypyitaw,Member,Sports and travel,35.22,6,10.566,10.566,211.32,200.754
Female,226-34-0034,B,Mandalay,Normal,Electronic accessories,13.78,4,2.756,2.756,55.12,52.364
Female,397-25-8725,A,Yangon,Member,Health and beauty,39.62,9,17.829,17.829,356.58,338.751
Female,431-66-2305,B,Mandalay,Normal,Electronic accessories,88.25,9,397.125,39.7125,794.25,754.5375
Female,756-93-1854,C,Naypyitaw,Member,Fashion accessories,83.35,2,8.335,8.335,166.7,158.365
Female,243-55-8457,A,Yangon,Normal,Food and beverages,74.44,10,37.22,37.22,744.4,707.18
Female,501-61-1753,B,Mandalay,Normal,Home and lifestyle,63.15,6,18.945,18.945,378.9,359.955
Female,433-08-7822,C,Naypyitaw,Normal,Health and beauty,78.89,7,276.115,27.6115,552.23,524.6185
Female,361-85-2571,A,Yangon,Normal,Sports and travel,89.48,5,22.37,22.37,447.4,425.03
Female,131-70-8179,A,Yangon,Member,Health and beauty,92.09,3,138.135,13.8135,276.27,262.4565
Female,500-02-2261,C,Naypyitaw,Normal,Food and beverages,57.29,6,17.187,17.187,343.74,326.553
Female,809-69-9497,A,Yangon,Normal,Home and lifestyle,45.68,10,22.84,22.84,456.8,433.96
Female,489-82-1237,A,Yangon,Normal,Electronic accessories,93.88,7,32.858,32.858,657.16,624.302
Female,365-16-4334,B,Mandalay,Normal,Food and beverages,26.43,8,10.572,10.572,211.44,200.868
Female,305-89-2768,B,Mandalay,Member,Home and lifestyle,21.9,3,3.285,3.285,65.7,62.415
Female,574-80-1489,B,Mandalay,Member,Food and beverages,62.85,4,12.57,12.57,251.4,238.83
Female,784-08-0310,C,Naypyitaw,Member,Food and beverages,21.04,4,4.208,4.208,84.16,79.952
Female,846-10-0341,A,Yangon,Normal,Fashion accessories,42.57,7,148.995,14.8995,297.99,283.0905
Female,867-47-1948,C,Naypyitaw,Normal,Home and lifestyle,15.8,10,7.9,7.9,158,150.1
Female,384-59-6655,A,Yangon,Member,Food and beverages,98.66,9,44.397,44.397,887.94,843.543
Female,593-08-5916,A,Yangon,Normal,Fashion accessories,15.5,1,775,0.775,15.5,14.725
Female,172-42-8274,B,Mandalay,Normal,Electronic accessories,38.27,2,3.827,3.827,76.54,72.713
Female,558-60-5016,A,Yangon,Normal,Home and lifestyle,33.3,9,14.985,14.985,299.7,284.715
Female,605-03-2706,A,Yangon,Normal,Health and beauty,15.8,3,2.37,2.37,47.4,45.03
Female,214-30-2776,B,Mandalay,Member,Electronic accessories,34.49,5,8.6225,8.6225,172.45,163.8275
Female,746-04-1077,B,Mandalay,Member,Food and beverages,84.63,10,42.315,42.315,846.3,803.985
Female,221-25-5073,A,Yangon,Normal,Food and beverages,74.66,4,14.932,14.932,298.64,283.708
Female,156-20-0370,B,Mandalay,Normal,Electronic accessories,25.45,1,1.2725,1.2725,25.45,24.1775
Female,151-33-7434,B,Mandalay,Normal,Food and beverages,67.77,1,3.3885,3.3885,67.77,64.3815
Female,139-32-4183,A,Yangon,Member,Sports and travel,97.48,9,43.866,43.866,877.32,833.454
Female,374-38-5555,B,Mandalay,Normal,Fashion accessories,63.71,5,159.275,15.9275,318.55,302.6225
Female,764-44-8999,B,Mandalay,Normal,Health and beauty,14.76,2,1.476,1.476,29.52,28.044
Female,886-18-2897,A,Yangon,Normal,Food and beverages,56.56,5,14.14,14.14,282.8,268.66
Female,602-16-6955,B,Mandalay,Normal,Sports and travel,76.6,10,38.3,38.3,766,727.7
Female,652-49-6720,C,Naypyitaw,Member,Electronic accessories,60.95,1,3.0475,3.0475,60.95,57.9025
Female,303-96-2227,B,Mandalay,Normal,Home and lifestyle,97.38,10,48.69,48.69,973.8,925.11
Female,849-09-3807,A,Yangon,Member,Fashion accessories,88.34,7,30.919,30.919,618.38,587.461
Male,631-41-3108,A,Yangon,Normal,Home and lifestyle,46.33,7,162.155,16.2155,324.31,308.0945
Male,123-19-1176,A,Yangon,Member,Health and beauty,58.22,8,23.288,23.288,465.76,442.472
Male,373-73-7910,A,Yangon,Normal,Sports and travel,86.31,7,302.085,30.2085,604.17,573.9615
Male,699-14-3026,C,Naypyitaw,Normal,Electronic accessories,85.39,7,298.865,29.8865,597.73,567.8435
Male,529-56-3974,B,Mandalay,Member,Electronic accessories,25.51,4,5.102,5.102,102.04,96.938
Male,252-56-2699,A,Yangon,Normal,Food and beverages,43.19,10,21.595,21.595,431.9,410.305
Male,765-26-6951,A,Yangon,Normal,Sports and travel,72.61,6,21.783,21.783,435.66,413.877
Male,329-62-1586,A,Yangon,Normal,Food and beverages,54.67,3,8.2005,8.2005,164.01,155.8095
Male,300-71-4605,C,Naypyitaw,Member,Electronic accessories,86.04,5,21.51,21.51,430.2,408.69
Male,371-85-5789,B,Mandalay,Normal,Health and beauty,87.98,3,13.197,13.197,263.94,250.743
Male,273-16-6619,B,Mandalay,Normal,Home and lifestyle,33.2,2,3.32,3.32,66.4,63.08
Male,636-48-8204,A,Yangon,Normal,Electronic accessories,34.56,5,8.64,8.64,172.8,164.16
Male,549-59-1358,A,Yangon,Member,Sports and travel,88.63,3,132.945,13.2945,265.89,252.5955
Male,649-29-6775,B,Mandalay,Normal,Fashion accessories,33.52,1,1.676,1.676,33.52,31.844
Male,848-62-7243,A,Yangon,Normal,Health and beauty,24.89,9,11.2005,11.2005,224.01,212.8095
Male,871-79-8483,B,Mandalay,Normal,Fashion accessories,94.13,5,235.325,23.5325,470.65,447.1175
Male,149-71-6266,B,Mandalay,Member,Sports and travel,78.07,9,351.315,35.1315,702.63,667.4985
Male,640-49-2076,B,Mandalay,Normal,Sports and travel,83.78,8,33.512,33.512,670.24,636.728
Male,595-11-5460,A,Yangon,Normal,Health and beauty,96.58,2,9.658,9.658,193.16,183.502
Male,129-29-8530,A,Yangon,Member,Sports and travel,62.62,5,15.655,15.655,313.1,297.445
Male,777-82-7220,B,Mandalay,Member,Home and lifestyle,30.12,8,12.048,12.048,240.96,228.912
Male,554-53-8700,C,Naypyitaw,Member,Home and lifestyle,56.11,2,5.611,5.611,112.22,106.609
Male,617-15-4209,C,Naypyitaw,Member,Health and beauty,15.37,2,1.537,1.537,30.74,29.203
Male,370-41-7321,B,Mandalay,Member,Health and beauty,56.69,9,255.105,25.5105,510.21,484.6995
Male,669-54-1719,B,Mandalay,Member,Electronic accessories,18.93,6,5.679,5.679,113.58,107.901
Male,326-78-5178,C,Naypyitaw,Member,Food and beverages,91.4,7,31.99,31.99,639.8,607.81
Male,778-71-5554,C,Naypyitaw,Member,Fashion accessories,15.43,1,7.715,0.7715,15.43,14.6585
Male,242-55-6721,B,Mandalay,Normal,Home and lifestyle,16.16,2,1.616,1.616,32.32,30.704
Male,106-35-6779,A,Yangon,Member,Home and lifestyle,44.34,2,4.434,4.434,88.68,84.246
Male,635-40-6220,A,Yangon,Normal,Health and beauty,89.6,8,35.84,35.84,716.8,680.96
Male,120-06-4233,C,Naypyitaw,Normal,Electronic accessories,30.61,6,9.183,9.183,183.66,174.477
Male,803-83-5989,C,Naypyitaw,Normal,Home and lifestyle,55.73,6,16.719,16.719,334.38,317.661
